chromosome	source	feature	start	end	score	strand	frame	gene_id	 transcript_id 	 exon_number 	 gene_name 	 gene_biotype 	 transcript_name 	 protein_id 
18	processed_transcript	exon	38114513	38114585	.	-	.	ENSMUSG00000024454	ENSMUST00000153945	1	Hdac3	protein_coding	Hdac3-002	
18	processed_transcript	exon	38114336	38114418	.	-	.	ENSMUSG00000024454	ENSMUST00000153945	2	Hdac3	protein_coding	Hdac3-002	
18	processed_transcript	exon	38112201	38112267	.	-	.	ENSMUSG00000024454	ENSMUST00000153945	3	Hdac3	protein_coding	Hdac3-002	
18	processed_transcript	exon	38103110	38103161	.	-	.	ENSMUSG00000024454	ENSMUST00000153945	4	Hdac3	protein_coding	Hdac3-002	
18	processed_transcript	exon	38101532	38101621	.	-	.	ENSMUSG00000024454	ENSMUST00000153945	5	Hdac3	protein_coding	Hdac3-002	
18	processed_transcript	exon	38101362	38101420	.	-	.	ENSMUSG00000024454	ENSMUST00000153945	6	Hdac3	protein_coding	Hdac3-002	
18	processed_transcript	exon	38101033	38101112	.	-	.	ENSMUSG00000024454	ENSMUST00000153945	7	Hdac3	protein_coding	Hdac3-002	
18	processed_transcript	exon	38100607	38100764	.	-	.	ENSMUSG00000024454	ENSMUST00000153945	8	Hdac3	protein_coding	Hdac3-002	
18	processed_transcript	exon	38096632	38097337	.	-	.	ENSMUSG00000024454	ENSMUST00000153945	9	Hdac3	protein_coding	Hdac3-002	
18	protein_coding	exon	38115213	38115563	.	+	.	ENSMUSG00000044024	ENSMUST00000070709	1	Rell2	protein_coding	Rell2-001	
18	protein_coding	exon	38115982	38116221	.	+	.	ENSMUSG00000044024	ENSMUST00000070709	2	Rell2	protein_coding	Rell2-001	
18	protein_coding	CDS	38116038	38116221	.	+	0	ENSMUSG00000044024	ENSMUST00000070709	2	Rell2	protein_coding	Rell2-001	ENSMUSP00000070280
18	protein_coding	start_codon	38116038	38116040	.	+	0	ENSMUSG00000044024	ENSMUST00000070709	2	Rell2	protein_coding	Rell2-001	
18	protein_coding	exon	38116583	38116648	.	+	.	ENSMUSG00000044024	ENSMUST00000070709	3	Rell2	protein_coding	Rell2-001	
18	protein_coding	CDS	38116583	38116648	.	+	2	ENSMUSG00000044024	ENSMUST00000070709	3	Rell2	protein_coding	Rell2-001	ENSMUSP00000070280
18	protein_coding	exon	38116743	38116809	.	+	.	ENSMUSG00000044024	ENSMUST00000070709	4	Rell2	protein_coding	Rell2-001	
18	protein_coding	CDS	38116743	38116809	.	+	2	ENSMUSG00000044024	ENSMUST00000070709	4	Rell2	protein_coding	Rell2-001	ENSMUSP00000070280
18	protein_coding	exon	38117243	38117428	.	+	.	ENSMUSG00000044024	ENSMUST00000070709	5	Rell2	protein_coding	Rell2-001	
18	protein_coding	CDS	38117243	38117428	.	+	1	ENSMUSG00000044024	ENSMUST00000070709	5	Rell2	protein_coding	Rell2-001	ENSMUSP00000070280
18	protein_coding	exon	38117668	38118043	.	+	.	ENSMUSG00000044024	ENSMUST00000070709	6	Rell2	protein_coding	Rell2-001	
18	protein_coding	CDS	38117668	38118043	.	+	1	ENSMUSG00000044024	ENSMUST00000070709	6	Rell2	protein_coding	Rell2-001	ENSMUSP00000070280
18	protein_coding	exon	38118166	38118225	.	+	.	ENSMUSG00000044024	ENSMUST00000070709	7	Rell2	protein_coding	Rell2-001	
18	protein_coding	CDS	38118166	38118195	.	+	0	ENSMUSG00000044024	ENSMUST00000070709	7	Rell2	protein_coding	Rell2-001	ENSMUSP00000070280
18	protein_coding	stop_codon	38118196	38118198	.	+	0	ENSMUSG00000044024	ENSMUST00000070709	7	Rell2	protein_coding	Rell2-001	
18	protein_coding	exon	38118413	38118833	.	+	.	ENSMUSG00000044024	ENSMUST00000070709	8	Rell2	protein_coding	Rell2-001	
18	protein_coding	exon	38115267	38115570	.	+	.	ENSMUSG00000044024	ENSMUST00000169360	1	Rell2	protein_coding	Rell2-007	
18	protein_coding	exon	38115982	38116117	.	+	.	ENSMUSG00000044024	ENSMUST00000169360	2	Rell2	protein_coding	Rell2-007	
18	protein_coding	CDS	38116038	38116117	.	+	0	ENSMUSG00000044024	ENSMUST00000169360	2	Rell2	protein_coding	Rell2-007	ENSMUSP00000129880
18	protein_coding	start_codon	38116038	38116040	.	+	0	ENSMUSG00000044024	ENSMUST00000169360	2	Rell2	protein_coding	Rell2-007	
18	protein_coding	exon	38115278	38115563	.	+	.	ENSMUSG00000044024	ENSMUST00000091932	1	Rell2	protein_coding	Rell2-002	
18	protein_coding	exon	38115982	38116221	.	+	.	ENSMUSG00000044024	ENSMUST00000091932	2	Rell2	protein_coding	Rell2-002	
18	protein_coding	CDS	38116038	38116221	.	+	0	ENSMUSG00000044024	ENSMUST00000091932	2	Rell2	protein_coding	Rell2-002	ENSMUSP00000089552
18	protein_coding	start_codon	38116038	38116040	.	+	0	ENSMUSG00000044024	ENSMUST00000091932	2	Rell2	protein_coding	Rell2-002	
18	protein_coding	exon	38116583	38116648	.	+	.	ENSMUSG00000044024	ENSMUST00000091932	3	Rell2	protein_coding	Rell2-002	
18	protein_coding	CDS	38116583	38116648	.	+	2	ENSMUSG00000044024	ENSMUST00000091932	3	Rell2	protein_coding	Rell2-002	ENSMUSP00000089552
18	protein_coding	exon	38116743	38116809	.	+	.	ENSMUSG00000044024	ENSMUST00000091932	4	Rell2	protein_coding	Rell2-002	
18	protein_coding	CDS	38116743	38116809	.	+	2	ENSMUSG00000044024	ENSMUST00000091932	4	Rell2	protein_coding	Rell2-002	ENSMUSP00000089552
18	protein_coding	exon	38117243	38117428	.	+	.	ENSMUSG00000044024	ENSMUST00000091932	5	Rell2	protein_coding	Rell2-002	
18	protein_coding	CDS	38117243	38117428	.	+	1	ENSMUSG00000044024	ENSMUST00000091932	5	Rell2	protein_coding	Rell2-002	ENSMUSP00000089552
18	protein_coding	exon	38117668	38118817	.	+	.	ENSMUSG00000044024	ENSMUST00000091932	6	Rell2	protein_coding	Rell2-002	
18	protein_coding	CDS	38117668	38118046	.	+	1	ENSMUSG00000044024	ENSMUST00000091932	6	Rell2	protein_coding	Rell2-002	ENSMUSP00000089552
18	protein_coding	stop_codon	38118047	38118049	.	+	0	ENSMUSG00000044024	ENSMUST00000091932	6	Rell2	protein_coding	Rell2-002	
18	protein_coding	exon	38115358	38115563	.	+	.	ENSMUSG00000044024	ENSMUST00000169498	1	Rell2	protein_coding	Rell2-006	
18	protein_coding	exon	38116583	38116648	.	+	.	ENSMUSG00000044024	ENSMUST00000169498	2	Rell2	protein_coding	Rell2-006	
18	protein_coding	exon	38116743	38116809	.	+	.	ENSMUSG00000044024	ENSMUST00000169498	3	Rell2	protein_coding	Rell2-006	
18	protein_coding	CDS	38116766	38116809	.	+	0	ENSMUSG00000044024	ENSMUST00000169498	3	Rell2	protein_coding	Rell2-006	ENSMUSP00000128949
18	protein_coding	start_codon	38116766	38116768	.	+	0	ENSMUSG00000044024	ENSMUST00000169498	3	Rell2	protein_coding	Rell2-006	
18	protein_coding	exon	38117243	38117428	.	+	.	ENSMUSG00000044024	ENSMUST00000169498	4	Rell2	protein_coding	Rell2-006	
18	protein_coding	CDS	38117243	38117428	.	+	1	ENSMUSG00000044024	ENSMUST00000169498	4	Rell2	protein_coding	Rell2-006	ENSMUSP00000128949
18	protein_coding	exon	38117668	38118043	.	+	.	ENSMUSG00000044024	ENSMUST00000169498	5	Rell2	protein_coding	Rell2-006	
18	protein_coding	CDS	38117668	38118043	.	+	1	ENSMUSG00000044024	ENSMUST00000169498	5	Rell2	protein_coding	Rell2-006	ENSMUSP00000128949
18	protein_coding	exon	38118413	38118433	.	+	.	ENSMUSG00000044024	ENSMUST00000169498	6	Rell2	protein_coding	Rell2-006	
18	protein_coding	CDS	38118413	38118430	.	+	0	ENSMUSG00000044024	ENSMUST00000169498	6	Rell2	protein_coding	Rell2-006	ENSMUSP00000128949
18	protein_coding	stop_codon	38118431	38118433	.	+	0	ENSMUSG00000044024	ENSMUST00000169498	6	Rell2	protein_coding	Rell2-006	
18	nonsense_mediated_decay	exon	38115394	38115563	.	+	.	ENSMUSG00000044024	ENSMUST00000168056	1	Rell2	protein_coding	Rell2-003	
18	nonsense_mediated_decay	exon	38115982	38116221	.	+	.	ENSMUSG00000044024	ENSMUST00000168056	2	Rell2	protein_coding	Rell2-003	
18	nonsense_mediated_decay	CDS	38116038	38116221	.	+	0	ENSMUSG00000044024	ENSMUST00000168056	2	Rell2	protein_coding	Rell2-003	ENSMUSP00000130051
18	nonsense_mediated_decay	start_codon	38116038	38116040	.	+	0	ENSMUSG00000044024	ENSMUST00000168056	2	Rell2	protein_coding	Rell2-003	
18	nonsense_mediated_decay	exon	38116583	38116648	.	+	.	ENSMUSG00000044024	ENSMUST00000168056	3	Rell2	protein_coding	Rell2-003	
18	nonsense_mediated_decay	CDS	38116583	38116648	.	+	2	ENSMUSG00000044024	ENSMUST00000168056	3	Rell2	protein_coding	Rell2-003	ENSMUSP00000130051
18	nonsense_mediated_decay	exon	38117243	38117428	.	+	.	ENSMUSG00000044024	ENSMUST00000168056	4	Rell2	protein_coding	Rell2-003	
18	nonsense_mediated_decay	CDS	38117243	38117428	.	+	2	ENSMUSG00000044024	ENSMUST00000168056	4	Rell2	protein_coding	Rell2-003	ENSMUSP00000130051
18	nonsense_mediated_decay	exon	38117668	38118043	.	+	.	ENSMUSG00000044024	ENSMUST00000168056	5	Rell2	protein_coding	Rell2-003	
18	nonsense_mediated_decay	CDS	38117668	38117675	.	+	2	ENSMUSG00000044024	ENSMUST00000168056	5	Rell2	protein_coding	Rell2-003	ENSMUSP00000130051
18	nonsense_mediated_decay	stop_codon	38117676	38117678	.	+	0	ENSMUSG00000044024	ENSMUST00000168056	5	Rell2	protein_coding	Rell2-003	
18	nonsense_mediated_decay	exon	38118166	38118198	.	+	.	ENSMUSG00000044024	ENSMUST00000168056	6	Rell2	protein_coding	Rell2-003	
18	protein_coding	exon	38115413	38115563	.	+	.	ENSMUSG00000044024	ENSMUST00000163591	1	Rell2	protein_coding	Rell2-005	
18	protein_coding	exon	38116583	38116648	.	+	.	ENSMUSG00000044024	ENSMUST00000163591	2	Rell2	protein_coding	Rell2-005	
18	protein_coding	exon	38116743	38116809	.	+	.	ENSMUSG00000044024	ENSMUST00000163591	3	Rell2	protein_coding	Rell2-005	
18	protein_coding	CDS	38116766	38116809	.	+	0	ENSMUSG00000044024	ENSMUST00000163591	3	Rell2	protein_coding	Rell2-005	ENSMUSP00000129299
18	protein_coding	start_codon	38116766	38116768	.	+	0	ENSMUSG00000044024	ENSMUST00000163591	3	Rell2	protein_coding	Rell2-005	
18	protein_coding	exon	38117243	38117428	.	+	.	ENSMUSG00000044024	ENSMUST00000163591	4	Rell2	protein_coding	Rell2-005	
18	protein_coding	CDS	38117243	38117428	.	+	1	ENSMUSG00000044024	ENSMUST00000163591	4	Rell2	protein_coding	Rell2-005	ENSMUSP00000129299
18	protein_coding	exon	38117668	38118043	.	+	.	ENSMUSG00000044024	ENSMUST00000163591	5	Rell2	protein_coding	Rell2-005	
18	protein_coding	CDS	38117668	38118043	.	+	1	ENSMUSG00000044024	ENSMUST00000163591	5	Rell2	protein_coding	Rell2-005	ENSMUSP00000129299
18	protein_coding	exon	38118166	38118198	.	+	.	ENSMUSG00000044024	ENSMUST00000163591	6	Rell2	protein_coding	Rell2-005	
18	protein_coding	CDS	38118166	38118195	.	+	0	ENSMUSG00000044024	ENSMUST00000163591	6	Rell2	protein_coding	Rell2-005	ENSMUSP00000129299
18	protein_coding	stop_codon	38118196	38118198	.	+	0	ENSMUSG00000044024	ENSMUST00000163591	6	Rell2	protein_coding	Rell2-005	
18	nonsense_mediated_decay	exon	38116038	38116221	.	+	.	ENSMUSG00000044024	ENSMUST00000163128	1	Rell2	protein_coding	Rell2-004	
18	nonsense_mediated_decay	CDS	38116038	38116221	.	+	0	ENSMUSG00000044024	ENSMUST00000163128	1	Rell2	protein_coding	Rell2-004	ENSMUSP00000127234
18	nonsense_mediated_decay	start_codon	38116038	38116040	.	+	0	ENSMUSG00000044024	ENSMUST00000163128	1	Rell2	protein_coding	Rell2-004	
18	nonsense_mediated_decay	exon	38116583	38116648	.	+	.	ENSMUSG00000044024	ENSMUST00000163128	2	Rell2	protein_coding	Rell2-004	
18	nonsense_mediated_decay	CDS	38116583	38116648	.	+	2	ENSMUSG00000044024	ENSMUST00000163128	2	Rell2	protein_coding	Rell2-004	ENSMUSP00000127234
18	nonsense_mediated_decay	exon	38117668	38118043	.	+	.	ENSMUSG00000044024	ENSMUST00000163128	3	Rell2	protein_coding	Rell2-004	
18	nonsense_mediated_decay	CDS	38117668	38117675	.	+	2	ENSMUSG00000044024	ENSMUST00000163128	3	Rell2	protein_coding	Rell2-004	ENSMUSP00000127234
18	nonsense_mediated_decay	stop_codon	38117676	38117678	.	+	0	ENSMUSG00000044024	ENSMUST00000163128	3	Rell2	protein_coding	Rell2-004	
18	nonsense_mediated_decay	exon	38118166	38118198	.	+	.	ENSMUSG00000044024	ENSMUST00000163128	4	Rell2	protein_coding	Rell2-004	
18	retained_intron	exon	38116347	38116648	.	+	.	ENSMUSG00000044024	ENSMUST00000164499	1	Rell2	protein_coding	Rell2-008	
18	retained_intron	exon	38117243	38117428	.	+	.	ENSMUSG00000044024	ENSMUST00000164499	2	Rell2	protein_coding	Rell2-008	
18	retained_intron	exon	38117668	38117693	.	+	.	ENSMUSG00000044024	ENSMUST00000164499	3	Rell2	protein_coding	Rell2-008	
18	retained_intron	exon	38116388	38116648	.	+	.	ENSMUSG00000044024	ENSMUST00000166531	1	Rell2	protein_coding	Rell2-009	
18	retained_intron	exon	38117113	38117428	.	+	.	ENSMUSG00000044024	ENSMUST00000166531	2	Rell2	protein_coding	Rell2-009	
18	retained_intron	exon	38117668	38117823	.	+	.	ENSMUSG00000044024	ENSMUST00000166531	3	Rell2	protein_coding	Rell2-009	
18	retained_intron	exon	38119432	38120125	.	-	.	ENSMUSG00000038524	ENSMUST00000165643	1	Fchsd1	protein_coding	Fchsd1-002	
18	retained_intron	exon	38117085	38119308	.	-	.	ENSMUSG00000038524	ENSMUST00000165643	2	Fchsd1	protein_coding	Fchsd1-002	
18	protein_coding	exon	38129360	38129428	.	-	.	ENSMUSG00000038524	ENSMUST00000043437	1	Fchsd1	protein_coding	Fchsd1-001	
18	protein_coding	CDS	38129360	38129380	.	-	0	ENSMUSG00000038524	ENSMUST00000043437	1	Fchsd1	protein_coding	Fchsd1-001	ENSMUSP00000047878
18	protein_coding	start_codon	38129378	38129380	.	-	0	ENSMUSG00000038524	ENSMUST00000043437	1	Fchsd1	protein_coding	Fchsd1-001	
18	protein_coding	exon	38129009	38129106	.	-	.	ENSMUSG00000038524	ENSMUST00000043437	2	Fchsd1	protein_coding	Fchsd1-001	
18	protein_coding	CDS	38129009	38129106	.	-	0	ENSMUSG00000038524	ENSMUST00000043437	2	Fchsd1	protein_coding	Fchsd1-001	ENSMUSP00000047878
18	protein_coding	exon	38128404	38128449	.	-	.	ENSMUSG00000038524	ENSMUST00000043437	3	Fchsd1	protein_coding	Fchsd1-001	
18	protein_coding	CDS	38128404	38128449	.	-	1	ENSMUSG00000038524	ENSMUST00000043437	3	Fchsd1	protein_coding	Fchsd1-001	ENSMUSP00000047878
18	protein_coding	exon	38127868	38127935	.	-	.	ENSMUSG00000038524	ENSMUST00000043437	4	Fchsd1	protein_coding	Fchsd1-001	
18	protein_coding	CDS	38127868	38127935	.	-	0	ENSMUSG00000038524	ENSMUST00000043437	4	Fchsd1	protein_coding	Fchsd1-001	ENSMUSP00000047878
18	protein_coding	exon	38127414	38127549	.	-	.	ENSMUSG00000038524	ENSMUST00000043437	5	Fchsd1	protein_coding	Fchsd1-001	
18	protein_coding	CDS	38127414	38127549	.	-	1	ENSMUSG00000038524	ENSMUST00000043437	5	Fchsd1	protein_coding	Fchsd1-001	ENSMUSP00000047878
18	protein_coding	exon	38127192	38127328	.	-	.	ENSMUSG00000038524	ENSMUST00000043437	6	Fchsd1	protein_coding	Fchsd1-001	
18	protein_coding	CDS	38127192	38127328	.	-	0	ENSMUSG00000038524	ENSMUST00000043437	6	Fchsd1	protein_coding	Fchsd1-001	ENSMUSP00000047878
18	protein_coding	exon	38127017	38127080	.	-	.	ENSMUSG00000038524	ENSMUST00000043437	7	Fchsd1	protein_coding	Fchsd1-001	
18	protein_coding	CDS	38127017	38127080	.	-	1	ENSMUSG00000038524	ENSMUST00000043437	7	Fchsd1	protein_coding	Fchsd1-001	ENSMUSP00000047878
18	protein_coding	exon	38126095	38126223	.	-	.	ENSMUSG00000038524	ENSMUST00000043437	8	Fchsd1	protein_coding	Fchsd1-001	
18	protein_coding	CDS	38126095	38126223	.	-	0	ENSMUSG00000038524	ENSMUST00000043437	8	Fchsd1	protein_coding	Fchsd1-001	ENSMUSP00000047878
18	protein_coding	exon	38125553	38125675	.	-	.	ENSMUSG00000038524	ENSMUST00000043437	9	Fchsd1	protein_coding	Fchsd1-001	
18	protein_coding	CDS	38125553	38125675	.	-	0	ENSMUSG00000038524	ENSMUST00000043437	9	Fchsd1	protein_coding	Fchsd1-001	ENSMUSP00000047878
18	protein_coding	exon	38125305	38125400	.	-	.	ENSMUSG00000038524	ENSMUST00000043437	10	Fchsd1	protein_coding	Fchsd1-001	
18	protein_coding	CDS	38125305	38125400	.	-	0	ENSMUSG00000038524	ENSMUST00000043437	10	Fchsd1	protein_coding	Fchsd1-001	ENSMUSP00000047878
18	protein_coding	exon	38124445	38124564	.	-	.	ENSMUSG00000038524	ENSMUST00000043437	11	Fchsd1	protein_coding	Fchsd1-001	
18	protein_coding	CDS	38124445	38124564	.	-	0	ENSMUSG00000038524	ENSMUST00000043437	11	Fchsd1	protein_coding	Fchsd1-001	ENSMUSP00000047878
18	protein_coding	exon	38123968	38124072	.	-	.	ENSMUSG00000038524	ENSMUST00000043437	12	Fchsd1	protein_coding	Fchsd1-001	
18	protein_coding	CDS	38123968	38124072	.	-	0	ENSMUSG00000038524	ENSMUST00000043437	12	Fchsd1	protein_coding	Fchsd1-001	ENSMUSP00000047878
18	protein_coding	exon	38123662	38123823	.	-	.	ENSMUSG00000038524	ENSMUST00000043437	13	Fchsd1	protein_coding	Fchsd1-001	
18	protein_coding	CDS	38123662	38123823	.	-	0	ENSMUSG00000038524	ENSMUST00000043437	13	Fchsd1	protein_coding	Fchsd1-001	ENSMUSP00000047878
18	protein_coding	exon	38122947	38123075	.	-	.	ENSMUSG00000038524	ENSMUST00000043437	14	Fchsd1	protein_coding	Fchsd1-001	
18	protein_coding	CDS	38122947	38123075	.	-	0	ENSMUSG00000038524	ENSMUST00000043437	14	Fchsd1	protein_coding	Fchsd1-001	ENSMUSP00000047878
18	protein_coding	exon	38122782	38122865	.	-	.	ENSMUSG00000038524	ENSMUST00000043437	15	Fchsd1	protein_coding	Fchsd1-001	
18	protein_coding	CDS	38122782	38122865	.	-	0	ENSMUSG00000038524	ENSMUST00000043437	15	Fchsd1	protein_coding	Fchsd1-001	ENSMUSP00000047878
18	protein_coding	exon	38122574	38122691	.	-	.	ENSMUSG00000038524	ENSMUST00000043437	16	Fchsd1	protein_coding	Fchsd1-001	
18	protein_coding	CDS	38122574	38122691	.	-	0	ENSMUSG00000038524	ENSMUST00000043437	16	Fchsd1	protein_coding	Fchsd1-001	ENSMUSP00000047878
18	protein_coding	exon	38122227	38122447	.	-	.	ENSMUSG00000038524	ENSMUST00000043437	17	Fchsd1	protein_coding	Fchsd1-001	
18	protein_coding	CDS	38122227	38122447	.	-	2	ENSMUSG00000038524	ENSMUST00000043437	17	Fchsd1	protein_coding	Fchsd1-001	ENSMUSP00000047878
18	protein_coding	exon	38120901	38120988	.	-	.	ENSMUSG00000038524	ENSMUST00000043437	18	Fchsd1	protein_coding	Fchsd1-001	
18	protein_coding	CDS	38120901	38120988	.	-	0	ENSMUSG00000038524	ENSMUST00000043437	18	Fchsd1	protein_coding	Fchsd1-001	ENSMUSP00000047878
18	protein_coding	exon	38119432	38119487	.	-	.	ENSMUSG00000038524	ENSMUST00000043437	19	Fchsd1	protein_coding	Fchsd1-001	
18	protein_coding	CDS	38119432	38119487	.	-	2	ENSMUSG00000038524	ENSMUST00000043437	19	Fchsd1	protein_coding	Fchsd1-001	ENSMUSP00000047878
18	protein_coding	exon	38117088	38119308	.	-	.	ENSMUSG00000038524	ENSMUST00000043437	20	Fchsd1	protein_coding	Fchsd1-001	
18	protein_coding	CDS	38119246	38119308	.	-	0	ENSMUSG00000038524	ENSMUST00000043437	20	Fchsd1	protein_coding	Fchsd1-001	ENSMUSP00000047878
18	protein_coding	stop_codon	38119243	38119245	.	-	0	ENSMUSG00000038524	ENSMUST00000043437	20	Fchsd1	protein_coding	Fchsd1-001	
18	retained_intron	exon	38123662	38123715	.	-	.	ENSMUSG00000038524	ENSMUST00000166727	1	Fchsd1	protein_coding	Fchsd1-010	
18	retained_intron	exon	38122782	38123075	.	-	.	ENSMUSG00000038524	ENSMUST00000166727	2	Fchsd1	protein_coding	Fchsd1-010	
18	retained_intron	exon	38122618	38122691	.	-	.	ENSMUSG00000038524	ENSMUST00000166727	3	Fchsd1	protein_coding	Fchsd1-010	
18	protein_coding	exon	38129360	38129423	.	-	.	ENSMUSG00000038524	ENSMUST00000166148	1	Fchsd1	protein_coding	Fchsd1-009	
18	protein_coding	CDS	38129360	38129380	.	-	0	ENSMUSG00000038524	ENSMUST00000166148	1	Fchsd1	protein_coding	Fchsd1-009	ENSMUSP00000129825
18	protein_coding	start_codon	38129378	38129380	.	-	0	ENSMUSG00000038524	ENSMUST00000166148	1	Fchsd1	protein_coding	Fchsd1-009	
18	protein_coding	exon	38129009	38129106	.	-	.	ENSMUSG00000038524	ENSMUST00000166148	2	Fchsd1	protein_coding	Fchsd1-009	
18	protein_coding	CDS	38129009	38129106	.	-	0	ENSMUSG00000038524	ENSMUST00000166148	2	Fchsd1	protein_coding	Fchsd1-009	ENSMUSP00000129825
18	protein_coding	exon	38128404	38128449	.	-	.	ENSMUSG00000038524	ENSMUST00000166148	3	Fchsd1	protein_coding	Fchsd1-009	
18	protein_coding	CDS	38128404	38128449	.	-	1	ENSMUSG00000038524	ENSMUST00000166148	3	Fchsd1	protein_coding	Fchsd1-009	ENSMUSP00000129825
18	protein_coding	exon	38127868	38127935	.	-	.	ENSMUSG00000038524	ENSMUST00000166148	4	Fchsd1	protein_coding	Fchsd1-009	
18	protein_coding	CDS	38127868	38127935	.	-	0	ENSMUSG00000038524	ENSMUST00000166148	4	Fchsd1	protein_coding	Fchsd1-009	ENSMUSP00000129825
18	protein_coding	exon	38127500	38127549	.	-	.	ENSMUSG00000038524	ENSMUST00000166148	5	Fchsd1	protein_coding	Fchsd1-009	
18	protein_coding	CDS	38127500	38127549	.	-	1	ENSMUSG00000038524	ENSMUST00000166148	5	Fchsd1	protein_coding	Fchsd1-009	ENSMUSP00000129825
18	protein_coding	exon	38125312	38125354	.	-	.	ENSMUSG00000038524	ENSMUST00000166148	6	Fchsd1	protein_coding	Fchsd1-009	
18	protein_coding	CDS	38125312	38125354	.	-	2	ENSMUSG00000038524	ENSMUST00000166148	6	Fchsd1	protein_coding	Fchsd1-009	ENSMUSP00000129825
18	retained_intron	exon	38127017	38127403	.	-	.	ENSMUSG00000038524	ENSMUST00000166973	1	Fchsd1	protein_coding	Fchsd1-006	
18	retained_intron	exon	38126095	38126223	.	-	.	ENSMUSG00000038524	ENSMUST00000166973	2	Fchsd1	protein_coding	Fchsd1-006	
18	retained_intron	exon	38125553	38125675	.	-	.	ENSMUSG00000038524	ENSMUST00000166973	3	Fchsd1	protein_coding	Fchsd1-006	
18	retained_intron	exon	38125350	38125400	.	-	.	ENSMUSG00000038524	ENSMUST00000166973	4	Fchsd1	protein_coding	Fchsd1-006	
18	retained_intron	exon	38127414	38127706	.	-	.	ENSMUSG00000038524	ENSMUST00000168816	1	Fchsd1	protein_coding	Fchsd1-008	
18	retained_intron	exon	38127272	38127328	.	-	.	ENSMUSG00000038524	ENSMUST00000168816	2	Fchsd1	protein_coding	Fchsd1-008	
18	protein_coding	exon	38129360	38129423	.	-	.	ENSMUSG00000038524	ENSMUST00000163131	1	Fchsd1	protein_coding	Fchsd1-005	
18	protein_coding	CDS	38129360	38129380	.	-	0	ENSMUSG00000038524	ENSMUST00000163131	1	Fchsd1	protein_coding	Fchsd1-005	ENSMUSP00000133058
18	protein_coding	start_codon	38129378	38129380	.	-	0	ENSMUSG00000038524	ENSMUST00000163131	1	Fchsd1	protein_coding	Fchsd1-005	
18	protein_coding	exon	38129009	38129106	.	-	.	ENSMUSG00000038524	ENSMUST00000163131	2	Fchsd1	protein_coding	Fchsd1-005	
18	protein_coding	CDS	38129009	38129106	.	-	0	ENSMUSG00000038524	ENSMUST00000163131	2	Fchsd1	protein_coding	Fchsd1-005	ENSMUSP00000133058
18	protein_coding	exon	38128404	38128449	.	-	.	ENSMUSG00000038524	ENSMUST00000163131	3	Fchsd1	protein_coding	Fchsd1-005	
18	protein_coding	CDS	38128404	38128449	.	-	1	ENSMUSG00000038524	ENSMUST00000163131	3	Fchsd1	protein_coding	Fchsd1-005	ENSMUSP00000133058
18	protein_coding	exon	38127868	38127935	.	-	.	ENSMUSG00000038524	ENSMUST00000163131	4	Fchsd1	protein_coding	Fchsd1-005	
18	protein_coding	CDS	38127868	38127935	.	-	0	ENSMUSG00000038524	ENSMUST00000163131	4	Fchsd1	protein_coding	Fchsd1-005	ENSMUSP00000133058
18	protein_coding	exon	38127414	38127555	.	-	.	ENSMUSG00000038524	ENSMUST00000163131	5	Fchsd1	protein_coding	Fchsd1-005	
18	protein_coding	CDS	38127414	38127555	.	-	1	ENSMUSG00000038524	ENSMUST00000163131	5	Fchsd1	protein_coding	Fchsd1-005	ENSMUSP00000133058
18	protein_coding	exon	38127293	38127328	.	-	.	ENSMUSG00000038524	ENSMUST00000163131	6	Fchsd1	protein_coding	Fchsd1-005	
18	protein_coding	CDS	38127293	38127328	.	-	0	ENSMUSG00000038524	ENSMUST00000163131	6	Fchsd1	protein_coding	Fchsd1-005	ENSMUSP00000133058
18	retained_intron	exon	38129360	38129411	.	-	.	ENSMUSG00000038524	ENSMUST00000168136	1	Fchsd1	protein_coding	Fchsd1-007	
18	retained_intron	exon	38129009	38129106	.	-	.	ENSMUSG00000038524	ENSMUST00000168136	2	Fchsd1	protein_coding	Fchsd1-007	
18	retained_intron	exon	38128404	38128449	.	-	.	ENSMUSG00000038524	ENSMUST00000168136	3	Fchsd1	protein_coding	Fchsd1-007	
18	retained_intron	exon	38127868	38127935	.	-	.	ENSMUSG00000038524	ENSMUST00000168136	4	Fchsd1	protein_coding	Fchsd1-007	
18	retained_intron	exon	38127294	38127555	.	-	.	ENSMUSG00000038524	ENSMUST00000168136	5	Fchsd1	protein_coding	Fchsd1-007	
18	nonsense_mediated_decay	exon	38129360	38129423	.	-	.	ENSMUSG00000038524	ENSMUST00000164222	1	Fchsd1	protein_coding	Fchsd1-003	
18	nonsense_mediated_decay	CDS	38129360	38129380	.	-	0	ENSMUSG00000038524	ENSMUST00000164222	1	Fchsd1	protein_coding	Fchsd1-003	ENSMUSP00000128481
18	nonsense_mediated_decay	start_codon	38129378	38129380	.	-	0	ENSMUSG00000038524	ENSMUST00000164222	1	Fchsd1	protein_coding	Fchsd1-003	
18	nonsense_mediated_decay	exon	38129009	38129106	.	-	.	ENSMUSG00000038524	ENSMUST00000164222	2	Fchsd1	protein_coding	Fchsd1-003	
18	nonsense_mediated_decay	CDS	38129009	38129106	.	-	0	ENSMUSG00000038524	ENSMUST00000164222	2	Fchsd1	protein_coding	Fchsd1-003	ENSMUSP00000128481
